FarmerID,State,Gender,Age,Crop,FarmSize_Ha,Yield_Tons,AnnualRevenue_NGN,FertilizerUsed,LoanAmount_NGN
F0478,Borno,female,,Soybean,24.46,29.96,,Yes,
F0479,,Female,,Cassava,,,,No,2431246
F0480,Kano,Female,,Rice,18.43,11.33,5218761,No,
F0481,Nasarawa,Male,,Yam,14.79,,3333564,Yes,
F0482,Kano,Male,43,Rice,,41.02,,No,
F0483,Nasarawa,Male,,Soybean,,69.97,,No,
F0484,Kano,Female,,Cassava,,7.07,,,2813679
F0485,Kogi,,42,Maize,,,11965967,No,
F0486,Enugu,Male,,Sorghum,,37.18,13324461,No,
F0487,Lagos,Female,,Sorghum,,72.56,527187,Yes,4136005
F0488,Nasarawa,Male,,Maize,,54.94,6311294,Yes,1366061
F0489,Enugu,female,,Cassava,,,,Yes,4442710
F0490,,female,29,Cassava,,,,Yes,
F0491,Lagos,Female,,Soybean,,27.36,1768286,No,4222681
F0492,,Male,,Rice,10.72,9.5,,Yes,
F0493,Enugu,Male,,Cassava,17.89,59.61,3780545,No,
F0494,Kaduna,Male,,Rice,,60.64,3344223,Yes,4307375
F0495,Benue,Male,,Maize,18.99,73.62,9908343,No,2948878
F0496,Kano,Male,,Soybean,,62.51,8520971,Yes,4849736
F0497,Kano,Female,36,Maize,24.35,,6198229,No,900303
F0498,Rivers,Female,,Yam,,10.06,8769581,No,
F0499,Lagos,Male,,Rice,,,,No,
F0500,Rivers,Female,72,Rice,,,11325891,No,3674699
